state,state_name,page_type,tier,name,population,latitude,longitude,url_slug,include_reason
TX,Texas,city,Core,Mesquite,144788,32.7668,-96.59916,/{segment}/tx/mesquite/,pop>=50k
TX,Texas,city,Core,Killeen,140806,31.11712,-97.7278,/{segment}/tx/killeen/,pop>=50k
TX,Texas,city,Core,McAllen,140269,26.20341,-98.23001,/{segment}/tx/mcallen/,pop>=50k
TX,Texas,city,Core,Carrollton,133168,32.95373,-96.89028,/{segment}/tx/carrollton/,pop>=50k
TX,Texas,city,Core,Midland,132524,31.99735,-102.07791,/{segment}/tx/midland/,pop>=50k
TX,Texas,city,Core,Waco,132356,31.54933,-97.14667,/{segment}/tx/waco/,pop>=50k
TX,Texas,city,Core,Denton,131044,33.21484,-97.13307,/{segment}/tx/denton/,pop>=50k
TX,Texas,city,Core,Abilene,125182,32.44874,-99.73314,/{segment}/tx/abilene/,pop>=50k
TX,Texas,city,Core,Round Rock,115997,30.50826,-97.6789,/{segment}/tx/round-rock/,pop>=50k
TX,Texas,city,Core,Beaumont,115282,30.08605,-94.10185,/{segment}/tx/beaumont/,pop>=50k
TX,Texas,city,Core,Odessa,114428,31.84568,-102.36764,/{segment}/tx/odessa/,pop>=50k
TX,Texas,city,Core,Richardson,110815,32.94818,-96.72972,/{segment}/tx/richardson/,pop>=50k
TX,Texas,city,Core,Pearland,108821,29.56357,-95.28605,/{segment}/tx/pearland/,pop>=50k
TX,Texas,city,Core,College Station,107889,30.62798,-96.33441,/{segment}/tx/college-station/,pop>=50k
TX,Texas,city,Core,Wichita Falls,104710,33.91371,-98.49339,/{segment}/tx/wichita-falls/,pop>=50k
TX,Texas,city,Core,Lewisville,104039,33.04623,-96.99417,/{segment}/tx/lewisville/,pop>=50k
TX,Texas,city,Core,Tyler,103700,32.35126,-95.30106,/{segment}/tx/tyler/,pop>=50k
TX,Texas,city,Core,San Angelo,99893,31.46377,-100.43704,/{segment}/tx/san-angelo/,pop>=50k
TX,Texas,city,Core,Alief,98725,29.71106,-95.59633,/{segment}/tx/alief/,pop>=50k
TX,Texas,city,Core,League City,98312,29.50745,-95.09493,/{segment}/tx/league-city/,pop>=50k
TX,Texas,city,Core,Allen,98143,33.10317,-96.67055,/{segment}/tx/allen/,pop>=50k
TX,Texas,city,Core,The Woodlands,93847,30.15799,-95.48938,/{segment}/tx/the-woodlands/,pop>=50k
TX,Texas,city,Core,Sugar Land,88156,29.61968,-95.63495,/{segment}/tx/sugar-land/,pop>=50k
TX,Texas,city,Core,Edinburg,84497,26.30174,-98.16334,/{segment}/tx/edinburg/,pop>=50k
TX,Texas,city,Core,Mission,83298,26.21591,-98.32529,/{segment}/tx/mission/,pop>=50k
TX,Texas,city,Core,Longview,82287,32.5007,-94.74049,/{segment}/tx/longview/,pop>=50k
TX,Texas,city,Core,Bryan,82118,30.67436,-96.36996,/{segment}/tx/bryan/,pop>=50k
TX,Texas,city,Core,Pharr,76538,26.1948,-98.18362,/{segment}/tx/pharr/,pop>=50k
TX,Texas,city,Core,Baytown,76335,29.7355,-94.97743,/{segment}/tx/baytown/,pop>=50k
TX,Texas,city,Core,Missouri City,74139,29.61857,-95.53772,/{segment}/tx/missouri-city/,pop>=50k
TX,Texas,city,Core,Temple,72277,31.09823,-97.34278,/{segment}/tx/temple/,pop>=50k
TX,Texas,city,Core,Flower Mound,71253,33.01457,-97.09696,/{segment}/tx/flower-mound/,pop>=50k
TX,Texas,city,Core,New Braunfels,70543,29.703,-98.12445,/{segment}/tx/new-braunfels/,pop>=50k
TX,Texas,city,Core,North Richland Hills,69204,32.8343,-97.2289,/{segment}/tx/north-richland-hills/,pop>=50k
TX,Texas,city,Core,Conroe,68602,30.31188,-95.45605,/{segment}/tx/conroe/,pop>=50k
TX,Texas,city,Core,Victoria,67574,28.80527,-97.0036,/{segment}/tx/victoria/,pop>=50k
TX,Texas,city,Core,Cedar Park,65945,30.5052,-97.82029,/{segment}/tx/cedar-park/,pop>=50k
TX,Texas,city,Core,Atascocita,65844,29.99883,-95.1766,/{segment}/tx/atascocita/,pop>=50k
TX,Texas,city,Core,Harlingen,65774,26.19063,-97.6961,/{segment}/tx/harlingen/,pop>=50k
TX,Texas,city,Core,Mansfield,64274,32.56319,-97.14168,/{segment}/tx/mansfield/,pop>=50k
TX,Texas,city,Core,Georgetown,63716,30.63269,-97.67723,/{segment}/tx/georgetown/,pop>=50k
TX,Texas,city,Core,San Marcos,60684,29.88327,-97.94139,/{segment}/tx/san-marcos/,pop>=50k
TX,Texas,city,Core,Rowlett,60236,32.9029,-96.56388,/{segment}/tx/rowlett/,pop>=50k
TX,Texas,city,Core,Pflugerville,57122,30.43937,-97.62,/{segment}/tx/pflugerville/,pop>=50k
TX,Texas,city,Core,Port Arthur,55340,29.88519,-93.94233,/{segment}/tx/port-arthur/,pop>=50k
TX,Texas,city,Core,Spring,54298,30.07994,-95.41716,/{segment}/tx/spring/,pop>=50k
TX,Texas,city,Core,Euless,54219,32.83707,-97.08195,/{segment}/tx/euless/,pop>=50k
TX,Texas,city,Core,University of Texas,53082,30.28604,-97.73889,/{segment}/tx/university-of-texas/,pop>=50k
TX,Texas,city,Core,DeSoto,52486,32.58986,-96.85695,/{segment}/tx/desoto/,pop>=50k
TX,Texas,city,Core,Grapevine,51404,32.93429,-97.07807,/{segment}/tx/grapevine/,pop>=50k
TX,Texas,city,Core,Galveston,50180,29.30135,-94.7977,/{segment}/tx/galveston/,pop>=50k
TX,Texas,city,Extended,Bedford,49337,32.84402,-97.14307,/{segment}/tx/bedford/,tier1-corridor-state
TX,Texas,city,Extended,Cedar Hill,48507,32.58847,-96.95612,/{segment}/tx/cedar-hill/,tier1-corridor-state
TX,Texas,city,Extended,Texas City,47618,29.38385,-94.9027,/{segment}/tx/texas-city/,tier1-corridor-state
TX,Texas,city,Extended,Wylie,46708,33.01512,-96.53888,/{segment}/tx/wylie/,tier1-corridor-state
TX,Texas,city,Extended,Keller,45758,32.93457,-97.25168,/{segment}/tx/keller/,tier1-corridor-state
TX,Texas,city,Extended,Haltom City,44206,32.79957,-97.26918,/{segment}/tx/haltom-city/,tier1-corridor-state
TX,Texas,city,Extended,Burleson,43625,32.54208,-97.32085,/{segment}/tx/burleson/,tier1-corridor-state
TX,Texas,city,Extended,Schertz,43091,29.55217,-98.26973,/{segment}/tx/schertz/,tier1-corridor-state
TX,Texas,city,Extended,Rockwall,42566,32.93123,-96.45971,/{segment}/tx/rockwall/,tier1-corridor-state
TX,Texas,city,Extended,The Colony,41779,33.08901,-96.88639,/{segment}/tx/the-colony/,tier1-corridor-state
TX,Texas,city,Extended,Coppell,41159,32.95457,-97.01501,/{segment}/tx/coppell/,tier1-corridor-state
TX,Texas,city,Extended,Huntsville,40938,30.72353,-95.55078,/{segment}/tx/huntsville/,tier1-corridor-state
TX,Texas,city,Extended,Sherman,40667,33.63566,-96.60888,/{segment}/tx/sherman/,tier1-corridor-state
TX,Texas,city,Extended,Duncanville,39826,32.6518,-96.90834,/{segment}/tx/duncanville/,tier1-corridor-state
TX,Texas,city,Extended,Weslaco,39474,26.15952,-97.99084,/{segment}/tx/weslaco/,tier1-corridor-state
TX,Texas,city,Extended,Hurst,39016,32.82346,-97.17057,/{segment}/tx/hurst/,tier1-corridor-state
TX,Texas,city,Extended,Lancaster,38801,32.59208,-96.75611,/{segment}/tx/lancaster/,tier1-corridor-state
TX,Texas,city,Extended,Friendswood,38800,29.5294,-95.20104,/{segment}/tx/friendswood/,tier1-corridor-state
TX,Texas,city,Extended,Little Elm,38341,33.16262,-96.93751,/{segment}/tx/little-elm/,tier1-corridor-state
TX,Texas,city,Extended,Channelview,38289,29.77606,-95.11465,/{segment}/tx/channelview/,tier1-corridor-state
TX,Texas,city,Extended,Leander,37889,30.57881,-97.85307,/{segment}/tx/leander/,tier1-corridor-state
TX,Texas,city,Extended,Texarkana,37280,33.42513,-94.04769,/{segment}/tx/texarkana/,tier1-corridor-state
TX,Texas,city,Extended,San Juan,36556,26.18924,-98.15529,/{segment}/tx/san-juan/,tier1-corridor-state
TX,Texas,city,Extended,Mission Bend,36501,29.69384,-95.66495,/{segment}/tx/mission-bend/,tier1-corridor-state
TX,Texas,city,Extended,Lufkin,36333,31.33824,-94.7291,/{segment}/tx/lufkin/,tier1-corridor-state
TX,Texas,city,Extended,Del Rio,36153,29.36273,-100.89676,/{segment}/tx/del-rio/,tier1-corridor-state
TX,Texas,city,Extended,Kyle,35733,29.98911,-97.87723,/{segment}/tx/kyle/,tier1-corridor-state
TX,Texas,city,Extended,Rosenberg,35510,29.55718,-95.80856,/{segment}/tx/rosenberg/,tier1-corridor-state
TX,Texas,city,Extended,La Porte,35148,29.66578,-95.01937,/{segment}/tx/la-porte/,tier1-corridor-state
TX,Texas,city,Extended,Nacogdoches,33894,31.60351,-94.65549,/{segment}/tx/nacogdoches/,tier1-corridor-state
TX,Texas,city,Extended,Deer Park,33806,29.70523,-95.12382,/{segment}/tx/deer-park/,tier1-corridor-state
TX,Texas,city,Extended,Cibolo,33433,29.56162,-98.22696,/{segment}/tx/cibolo/,tier1-corridor-state
TX,Texas,city,Extended,Waxahachie,33384,32.38653,-96.84833,/{segment}/tx/waxahachie/,tier1-corridor-state
TX,Texas,city,Extended,Socorro,33222,31.65456,-106.30331,/{segment}/tx/socorro/,tier1-corridor-state
TX,Texas,city,Extended,Copperas Cove,33081,31.12406,-97.90308,/{segment}/tx/copperas-cove/,tier1-corridor-state
TX,Texas,city,Extended,Farmers Branch,32689,32.92651,-96.89612,/{segment}/tx/farmers-branch/,tier1-corridor-state
TX,Texas,city,Extended,Cleburne,30020,32.34764,-97.38668,/{segment}/tx/cleburne/,tier1-corridor-state
TX,Texas,city,Extended,Southlake,29941,32.94124,-97.13418,/{segment}/tx/southlake/,tier1-corridor-state
TX,Texas,city,Extended,Fort Cavazos,29589,31.13489,-97.77561,/{segment}/tx/fort-cavazos/,tier1-corridor-state
TX,Texas,city,Extended,Harker Heights,29142,31.08351,-97.65974,/{segment}/tx/harker-heights/,tier1-corridor-state
TX,Texas,city,Extended,Big Spring,28862,32.2504,-101.47874,/{segment}/tx/big-spring/,tier1-corridor-state
TX,Texas,city,Extended,Eagle Pass,28765,28.70914,-100.49952,/{segment}/tx/eagle-pass/,tier1-corridor-state
TX,Texas,city,Extended,Weatherford,28742,32.7593,-97.79725,/{segment}/tx/weatherford/,tier1-corridor-state
TX,Texas,city,Extended,Socorro Mission Number 1 Colonia,28637,31.63622,-106.29054,/{segment}/tx/socorro-mission-number-1-colonia/,tier1-corridor-state
TX,Texas,city,Extended,Seguin,27864,29.56884,-97.96473,/{segment}/tx/seguin/,tier1-corridor-state
TX,Texas,city,Extended,Lake Jackson,27533,29.03386,-95.43439,/{segment}/tx/lake-jackson/,tier1-corridor-state
TX,Texas,city,Extended,Greenville,26515,33.13845,-96.11081,/{segment}/tx/greenville/,tier1-corridor-state
TX,Texas,city,Extended,Kingsville,26225,27.51587,-97.85611,/{segment}/tx/kingsville/,tier1-corridor-state
TX,Texas,city,Extended,Alvin,25791,29.42385,-95.2441,/{segment}/tx/alvin/,tier1-corridor-state
TX,Texas,city,Extended,Colleyville,25487,32.88096,-97.15501,/{segment}/tx/colleyville/,tier1-corridor-state
TX,Texas,city,Extended,Balch Springs,25210,32.72874,-96.62277,/{segment}/tx/balch-springs/,tier1-corridor-state
TX,Texas,city,Extended,Paris,24782,33.66094,-95.55551,/{segment}/tx/paris/,tier1-corridor-state
TX,Texas,corridor,Core,I-10 (Texas),,,,/{segment}/corridors/i-10/tx/,tier1-freight-corridor; full-exit-coverage
TX,Texas,corridor,Core,I-20 (Texas),,,,/{segment}/corridors/i-20/tx/,tier1-freight-corridor; full-exit-coverage
TX,Texas,corridor,Extended,I-27 (Texas),,,,/{segment}/corridors/i-27/tx/,tier2-freight-corridor; route-page-only
TX,Texas,corridor,Extended,I-30 (Texas),,,,/{segment}/corridors/i-30/tx/,tier2-freight-corridor; route-page-only
TX,Texas,corridor,Core,I-35 (Texas),,,,/{segment}/corridors/i-35/tx/,tier1-freight-corridor; full-exit-coverage
TX,Texas,corridor,Extended,I-37 (Texas),,,,/{segment}/corridors/i-37/tx/,tier2-freight-corridor; route-page-only
TX,Texas,corridor,Core,I-40 (Texas),,,,/{segment}/corridors/i-40/tx/,tier1-freight-corridor; full-exit-coverage
TX,Texas,corridor,Extended,I-44 (Texas),,,,/{segment}/corridors/i-44/tx/,tier2-freight-corridor; route-page-only
TX,Texas,corridor,Extended,I-45 (Texas),,,,/{segment}/corridors/i-45/tx/,tier2-freight-corridor; route-page-only
TX,Texas,corridor,Extended,I-69 (Texas),,,,/{segment}/corridors/i-69/tx/,tier2-freight-corridor; route-page-only
UT,Utah,city,Core,Salt Lake City,215548,40.76078,-111.89105,/{segment}/ut/salt-lake-city/,pop>=50k;top10-in-state
UT,Utah,city,Core,West Valley City,136208,40.69161,-112.00105,/{segment}/ut/west-valley-city/,pop>=50k;top10-in-state
UT,Utah,city,Core,Provo,115162,40.23384,-111.65853,/{segment}/ut/provo/,pop>=50k;top10-in-state
UT,Utah,city,Core,West Jordan,111946,40.60967,-111.9391,/{segment}/ut/west-jordan/,pop>=50k;top10-in-state
UT,Utah,city,Core,Orem,94457,40.2969,-111.69465,/{segment}/ut/orem/,pop>=50k;top10-in-state
UT,Utah,city,Core,Sandy Hills,89575,40.58106,-111.85077,/{segment}/ut/sandy-hills/,pop>=50k;top10-in-state
UT,Utah,city,Core,Sandy,87461,40.59161,-111.8841,/{segment}/ut/sandy/,pop>=50k;top10-in-state
UT,Utah,city,Core,Ogden,85444,41.223,-111.97383,/{segment}/ut/ogden/,pop>=50k;top10-in-state
UT,Utah,city,Core,Layton,74143,41.06022,-111.97105,/{segment}/ut/layton/,pop>=50k;top10-in-state
UT,Utah,city,Core,Saint George,72897,37.10415,-113.58412,/{segment}/ut/saint-george/,pop>=50k;top10-in-state
UT,Utah,city,Core,South Jordan,66648,40.56217,-111.92966,/{segment}/ut/south-jordan/,pop>=50k
UT,Utah,city,Core,Millcreek,62139,40.68689,-111.87549,/{segment}/ut/millcreek/,pop>=50k
UT,Utah,city,Core,Taylorsville,60514,40.66772,-111.93883,/{segment}/ut/taylorsville/,pop>=50k
UT,Utah,city,Core,Lehi,58486,40.39162,-111.85077,/{segment}/ut/lehi/,pop>=50k
UT,Utah,city,Core,Logan,50371,41.73549,-111.83439,/{segment}/ut/logan/,pop>=50k
UT,Utah,city,Extended,Murray,49250,40.66689,-111.88799,/{segment}/ut/murray/,tier1-corridor-state
UT,Utah,city,Extended,Draper,46774,40.52467,-111.86382,/{segment}/ut/draper/,tier1-corridor-state
UT,Utah,city,Extended,Bountiful,43784,40.88939,-111.88077,/{segment}/ut/bountiful/,tier1-corridor-state
UT,Utah,city,Extended,Riverton,41900,40.52189,-111.9391,/{segment}/ut/riverton/,tier1-corridor-state
UT,Utah,city,Extended,Pleasant Grove,38052,40.36412,-111.73854,/{segment}/ut/pleasant-grove/,tier1-corridor-state
UT,Utah,city,Extended,Roy,37964,41.16161,-112.02633,/{segment}/ut/roy/,tier1-corridor-state
UT,Utah,city,Extended,Spanish Fork,37935,40.11496,-111.65492,/{segment}/ut/spanish-fork/,tier1-corridor-state
UT,Utah,city,Extended,South Jordan Heights,37141,40.56384,-111.94938,/{segment}/ut/south-jordan-heights/,tier1-corridor-state
UT,Utah,city,Extended,Kearns,35731,40.65995,-111.99633,/{segment}/ut/kearns/,tier1-corridor-state
UT,Utah,city,Extended,Cottonwood Heights,34343,40.61967,-111.81021,/{segment}/ut/cottonwood-heights/,tier1-corridor-state
UT,Utah,city,Extended,Tooele,33157,40.53078,-112.29828,/{segment}/ut/tooele/,tier1-corridor-state
UT,Utah,city,Extended,Midvale,32613,40.61106,-111.89994,/{segment}/ut/midvale/,tier1-corridor-state
UT,Utah,city,Extended,Springville,32286,40.16523,-111.61075,/{segment}/ut/springville/,tier1-corridor-state
UT,Utah,city,Extended,Holladay,30864,40.66884,-111.82466,/{segment}/ut/holladay/,tier1-corridor-state
UT,Utah,city,Extended,Herriman,30835,40.51411,-112.03299,/{segment}/ut/herriman/,tier1-corridor-state
UT,Utah,city,Extended,Clearfield,30653,41.11078,-112.02605,/{segment}/ut/clearfield/,tier1-corridor-state
UT,Utah,city,Extended,Kaysville,30472,41.03522,-111.93855,/{segment}/ut/kaysville/,tier1-corridor-state
UT,Utah,city,Extended,Cedar City,30184,37.67748,-113.06189,/{segment}/ut/cedar-city/,tier1-corridor-state
UT,Utah,city,Extended,American Fork,28326,40.3769,-111.79576,/{segment}/ut/american-fork/,tier1-corridor-state
UT,Utah,city,Extended,Syracuse,27395,41.08939,-112.06467,/{segment}/ut/syracuse/,tier1-corridor-state
UT,Utah,city,Extended,Eagle Mountain,27332,40.31412,-112.00688,/{segment}/ut/eagle-mountain/,tier1-corridor-state
UT,Utah,city,Extended,Magna,26505,40.70911,-112.10161,/{segment}/ut/magna/,tier1-corridor-state
UT,Utah,city,Extended,Saratoga Springs,25407,40.34912,-111.90466,/{segment}/ut/saratoga-springs/,tier1-corridor-state
UT,Utah,city,Extended,South Salt Lake,24788,40.71884,-111.88827,/{segment}/ut/south-salt-lake/,tier1-corridor-state
UT,Utah,corridor,Core,I-15 (Utah),,,,/{segment}/corridors/i-15/ut/,tier1-freight-corridor; full-exit-coverage
UT,Utah,corridor,Core,I-70 (Utah),,,,/{segment}/corridors/i-70/ut/,tier1-freight-corridor; full-exit-coverage
UT,Utah,corridor,Core,I-80 (Utah),,,,/{segment}/corridors/i-80/ut/,tier1-freight-corridor; full-exit-coverage
UT,Utah,corridor,Extended,I-84 (Utah),,,,/{segment}/corridors/i-84/ut/,tier2-freight-corridor; route-page-only
VA,Virginia,city,Core,Virginia Beach,454808,36.85293,-75.97799,/{segment}/va/virginia-beach/,pop>=50k;top10-in-state
VA,Virginia,city,Core,Norfolk,238005,36.84681,-76.28522,/{segment}/va/norfolk/,pop>=50k;top10-in-state
VA,Virginia,city,Core,Chesapeake,235429,36.81904,-76.27494,/{segment}/va/chesapeake/,pop>=50k;top10-in-state
VA,Virginia,city,Core,Richmond,226610,37.55376,-77.46026,/{segment}/va/richmond/,pop>=50k;top10-in-state
VA,Virginia,city,Core,Arlington,207627,38.88101,-77.10428,/{segment}/va/arlington/,pop>=50k;top10-in-state
VA,Virginia,city,Core,Newport News,186247,36.98038,-76.42975,/{segment}/va/newport-news/,pop>=50k;top10-in-state
VA,Virginia,city,Core,Alexandria,159467,38.80484,-77.04692,/{segment}/va/alexandria/,pop>=50k;top10-in-state
VA,Virginia,city,Core,East Hampton,147993,37.03737,-76.33161,/{segment}/va/east-hampton/,pop>=50k;top10-in-state
VA,Virginia,city,Core,Hampton,137148,37.02987,-76.34522,/{segment}/va/hampton/,pop>=50k;top10-in-state
VA,Virginia,city,Core,Roanoke,100011,37.27097,-79.94143,/{segment}/va/roanoke/,pop>=50k;top10-in-state
VA,Virginia,city,Core,Portsmouth Heights,99049,36.82098,-76.36883,/{segment}/va/portsmouth-heights/,pop>=50k
VA,Virginia,city,Core,Portsmouth,96201,36.83543,-76.29827,/{segment}/va/portsmouth/,pop>=50k
VA,Virginia,city,Core,Suffolk,88161,36.72836,-76.58496,/{segment}/va/suffolk/,pop>=50k
VA,Virginia,city,Core,South Suffolk,80690,36.71709,-76.59023,/{segment}/va/south-suffolk/,pop>=50k
VA,Virginia,city,Core,Lynchburg,79812,37.41375,-79.14225,/{segment}/va/lynchburg/,pop>=50k
VA,Virginia,city,Core,Centreville,71135,38.84039,-77.42888,/{segment}/va/centreville/,pop>=50k
VA,Virginia,city,Core,Dale City,65969,38.63706,-77.31109,/{segment}/va/dale-city/,pop>=50k
VA,Virginia,city,Core,West Lynchburg,65517,37.4032,-79.17808,/{segment}/va/west-lynchburg/,pop>=50k
VA,Virginia,city,Core,Reston,58404,38.96872,-77.3411,/{segment}/va/reston/,pop>=50k
VA,Virginia,city,Core,Harrisonburg,52538,38.44957,-78.86892,/{segment}/va/harrisonburg/,pop>=50k
VA,Virginia,city,Core,Leesburg,51209,39.11566,-77.5636,/{segment}/va/leesburg/,pop>=50k
VA,Virginia,city,Extended,McLean,48115,38.93428,-77.17748,/{segment}/va/mclean/,tier1-corridor-state
VA,Virginia,city,Extended,Charlottesville,46597,38.02931,-78.47668,/{segment}/va/charlottesville/,tier1-corridor-state
VA,Virginia,city,Extended,Tuckahoe,44990,37.59015,-77.55638,/{segment}/va/tuckahoe/,tier1-corridor-state
VA,Virginia,city,Extended,Blacksburg,44215,37.22957,-80.41394,/{segment}/va/blacksburg/,tier1-corridor-state
VA,Virginia,city,Extended,Ashburn,43511,39.04372,-77.48749,/{segment}/va/ashburn/,tier1-corridor-state
VA,Virginia,city,Extended,Danville,42082,36.58597,-79.39502,/{segment}/va/danville/,tier1-corridor-state
VA,Virginia,city,Extended,Manassas,41764,38.75095,-77.47527,/{segment}/va/manassas/,tier1-corridor-state
VA,Virginia,city,Extended,Lake Ridge,41058,38.68789,-77.29776,/{segment}/va/lake-ridge/,tier1-corridor-state
VA,Virginia,city,Extended,Burke,41055,38.79345,-77.27165,/{segment}/va/burke/,tier1-corridor-state
VA,Virginia,city,Extended,Annandale,41008,38.83039,-77.19637,/{segment}/va/annandale/,tier1-corridor-state
VA,Virginia,city,Extended,Mechanicsville,36348,37.60876,-77.37331,/{segment}/va/mechanicsville/,tier1-corridor-state
VA,Virginia,city,Extended,Linton Hall,35725,38.75984,-77.57499,/{segment}/va/linton-hall/,tier1-corridor-state
VA,Virginia,city,Extended,Oakton,34166,38.88095,-77.30082,/{segment}/va/oakton/,tier1-corridor-state
VA,Virginia,city,Extended,Oak Hill,33811,38.9258,-77.40156,/{segment}/va/oak-hill/,tier1-corridor-state
VA,Virginia,city,Extended,Petersburg,32477,37.22793,-77.40193,/{segment}/va/petersburg/,tier1-corridor-state
VA,Virginia,city,Extended,Springfield,30484,38.78928,-77.1872,/{segment}/va/springfield/,tier1-corridor-state
VA,Virginia,city,Extended,West Falls Church,29207,38.86484,-77.18787,/{segment}/va/west-falls-church/,tier1-corridor-state
VA,Virginia,city,Extended,Fredericksburg,28118,38.30318,-77.46054,/{segment}/va/fredericksburg/,tier1-corridor-state
VA,Virginia,city,Extended,Sterling,27822,39.00622,-77.4286,/{segment}/va/sterling/,tier1-corridor-state
VA,Virginia,city,Extended,Winchester,27284,39.18566,-78.16333,/{segment}/va/winchester/,tier1-corridor-state
VA,Virginia,city,Extended,Salem,25432,37.29347,-80.05476,/{segment}/va/salem/,tier1-corridor-state
