state,state_name,page_type,tier,name,population,latitude,longitude,url_slug,include_reason
OH,Ohio,city,Extended,Wooster,26749,40.80517,-81.93646,/{segment}/oh/wooster/,tier1-corridor-state
OH,Ohio,city,Extended,Medina,26339,41.13839,-81.86375,/{segment}/oh/medina/,tier1-corridor-state
OH,Ohio,city,Extended,Barberton,26234,41.01283,-81.60512,/{segment}/oh/barberton/,tier1-corridor-state
OH,Ohio,city,Extended,Xenia,25976,39.68478,-83.92965,/{segment}/oh/xenia/,tier1-corridor-state
OH,Ohio,city,Extended,Green,25898,40.94589,-81.48317,/{segment}/oh/green/,tier1-corridor-state
OH,Ohio,city,Extended,Troy,25659,40.0395,-84.20328,/{segment}/oh/troy/,tier1-corridor-state
OH,Ohio,city,Extended,Zanesville,25498,39.94035,-82.01319,/{segment}/oh/zanesville/,tier1-corridor-state
OH,Ohio,city,Extended,Sandusky,25212,41.44894,-82.70796,/{segment}/oh/sandusky/,tier1-corridor-state
OH,Ohio,city,Extended,Athens,25044,39.32924,-82.10126,/{segment}/oh/athens/,tier1-corridor-state
OH,Ohio,city,Extended,Riverside,24972,39.77978,-84.1241,/{segment}/oh/riverside/,tier1-corridor-state
OH,Ohio,corridor,Core,I-70 (Ohio),,,,/{segment}/corridors/i-70/oh/,tier1-freight-corridor; full-exit-coverage
OH,Ohio,corridor,Extended,I-71 (Ohio),,,,/{segment}/corridors/i-71/oh/,tier2-freight-corridor; route-page-only
OH,Ohio,corridor,Extended,I-74 (Ohio),,,,/{segment}/corridors/i-74/oh/,tier2-freight-corridor; route-page-only
OH,Ohio,corridor,Core,I-75 (Ohio),,,,/{segment}/corridors/i-75/oh/,tier1-freight-corridor; full-exit-coverage
OH,Ohio,corridor,Extended,I-76 (Ohio),,,,/{segment}/corridors/i-76/oh/,tier2-freight-corridor; route-page-only
OH,Ohio,corridor,Extended,I-77 (Ohio),,,,/{segment}/corridors/i-77/oh/,tier2-freight-corridor; route-page-only
OH,Ohio,corridor,Core,I-80 (Ohio),,,,/{segment}/corridors/i-80/oh/,tier1-freight-corridor; full-exit-coverage
OH,Ohio,corridor,Core,I-90 (Ohio),,,,/{segment}/corridors/i-90/oh/,tier1-freight-corridor; full-exit-coverage
OK,Oklahoma,city,Core,Oklahoma City,681054,35.46756,-97.51643,/{segment}/ok/oklahoma-city/,pop>=50k;top10-in-state
OK,Oklahoma,city,Core,Tulsa,413066,36.15398,-95.99277,/{segment}/ok/tulsa/,pop>=50k;top10-in-state
OK,Oklahoma,city,Core,Norman,128026,35.22257,-97.43948,/{segment}/ok/norman/,pop>=50k;top10-in-state
OK,Oklahoma,city,Core,Broken Arrow,106563,36.0526,-95.79082,/{segment}/ok/broken-arrow/,pop>=50k;top10-in-state
OK,Oklahoma,city,Core,Lawton,96655,34.60869,-98.39033,/{segment}/ok/lawton/,pop>=50k;top10-in-state
OK,Oklahoma,city,Core,Edmond,90092,35.65283,-97.4781,/{segment}/ok/edmond/,pop>=50k;top10-in-state
OK,Oklahoma,city,Core,Moore,60451,35.33951,-97.4867,/{segment}/ok/moore/,pop>=50k;top10-in-state
OK,Oklahoma,city,Core,Midwest City,57249,35.44951,-97.3967,/{segment}/ok/midwest-city/,pop>=50k;top10-in-state
OK,Oklahoma,city,Core,Enid,51776,36.39559,-97.87839,/{segment}/ok/enid/,pop>=50k;top10-in-state
OK,Oklahoma,city,Extended,Stillwater,48967,36.11561,-97.05837,/{segment}/ok/stillwater/,top10-in-state
OK,Oklahoma,city,Extended,Muskogee,38456,35.74788,-95.36969,/{segment}/ok/muskogee/,tier1-corridor-state
OK,Oklahoma,city,Extended,Bartlesville,36595,36.74731,-95.98082,/{segment}/ok/bartlesville/,tier1-corridor-state
OK,Oklahoma,city,Extended,Owasso,34542,36.26954,-95.85471,/{segment}/ok/owasso/,tier1-corridor-state
OK,Oklahoma,city,Extended,Shawnee,31286,35.32729,-96.9253,/{segment}/ok/shawnee/,tier1-corridor-state
OK,Oklahoma,city,Extended,Yukon,25892,35.50672,-97.76254,/{segment}/ok/yukon/,tier1-corridor-state
OK,Oklahoma,city,Extended,Ardmore,25176,34.17426,-97.14363,/{segment}/ok/ardmore/,tier1-corridor-state
OK,Oklahoma,corridor,Core,I-35 (Oklahoma),,,,/{segment}/corridors/i-35/ok/,tier1-freight-corridor; full-exit-coverage
OK,Oklahoma,corridor,Core,I-40 (Oklahoma),,,,/{segment}/corridors/i-40/ok/,tier1-freight-corridor; full-exit-coverage
OK,Oklahoma,corridor,Extended,I-44 (Oklahoma),,,,/{segment}/corridors/i-44/ok/,tier2-freight-corridor; route-page-only
OR,Oregon,city,Core,Portland,652503,45.52345,-122.67621,/{segment}/or/portland/,pop>=50k;top10-in-state
OR,Oregon,city,Core,Eugene,176654,44.05207,-123.08675,/{segment}/or/eugene/,pop>=50k;top10-in-state
OR,Oregon,city,Core,Salem,175535,44.9429,-123.0351,/{segment}/or/salem/,pop>=50k;top10-in-state
OR,Oregon,city,Core,Gresham,110553,45.49818,-122.43148,/{segment}/or/gresham/,pop>=50k;top10-in-state
OR,Oregon,city,Core,Hillsboro,102347,45.52289,-122.98983,/{segment}/or/hillsboro/,pop>=50k;top10-in-state
OR,Oregon,city,Core,Beaverton,96577,45.48706,-122.80371,/{segment}/or/beaverton/,pop>=50k;top10-in-state
OR,Oregon,city,Core,Bend,87014,44.05817,-121.31531,/{segment}/or/bend/,pop>=50k;top10-in-state
OR,Oregon,city,Core,Medford,79805,42.32652,-122.87559,/{segment}/or/medford/,pop>=50k;top10-in-state
OR,Oregon,city,Core,Springfield,60870,44.04624,-123.02203,/{segment}/or/springfield/,pop>=50k;top10-in-state
OR,Oregon,city,Core,Corvallis,55780,44.56457,-123.26204,/{segment}/or/corvallis/,pop>=50k;top10-in-state
OR,Oregon,city,Core,Albany,52175,44.63651,-123.10593,/{segment}/or/albany/,pop>=50k
OR,Oregon,city,Core,Tigard,51253,45.43123,-122.77149,/{segment}/or/tigard/,pop>=50k
OR,Oregon,city,Extended,Aloha,49425,45.49428,-122.86705,/{segment}/or/aloha/,tier1-corridor-state
OR,Oregon,city,Extended,Lake Oswego,38496,45.42067,-122.67065,/{segment}/or/lake-oswego/,tier1-corridor-state
OR,Oregon,city,Extended,Keizer,37895,44.99012,-123.02621,/{segment}/or/keizer/,tier1-corridor-state
OR,Oregon,city,Extended,Grants Pass,37088,42.43933,-123.33067,/{segment}/or/grants-pass/,tier1-corridor-state
OR,Oregon,city,Extended,Oregon City,35831,45.35734,-122.60676,/{segment}/or/oregon-city/,tier1-corridor-state
OR,Oregon,city,Extended,McMinnville,33892,45.21012,-123.19872,/{segment}/or/mcminnville/,tier1-corridor-state
OR,Oregon,city,Extended,Redmond,28654,44.27262,-121.17392,/{segment}/or/redmond/,tier1-corridor-state
OR,Oregon,city,Extended,Tualatin,27154,45.38401,-122.76399,/{segment}/or/tualatin/,tier1-corridor-state
OR,Oregon,city,Extended,West Linn,26593,45.36568,-122.61231,/{segment}/or/west-linn/,tier1-corridor-state
OR,Oregon,city,Extended,Woodburn,25173,45.14373,-122.85537,/{segment}/or/woodburn/,tier1-corridor-state
OR,Oregon,corridor,Core,I-5 (Oregon),,,,/{segment}/corridors/i-5/or/,tier1-freight-corridor; full-exit-coverage
OR,Oregon,corridor,Extended,I-84 (Oregon),,,,/{segment}/corridors/i-84/or/,tier2-freight-corridor; route-page-only
PA,Pennsylvania,city,Core,Philadelphia,1573916,39.95238,-75.16362,/{segment}/pa/philadelphia/,pop>=50k;top10-in-state
PA,Pennsylvania,city,Core,Pittsburgh,304391,40.44062,-79.99589,/{segment}/pa/pittsburgh/,pop>=50k;top10-in-state
PA,Pennsylvania,city,Core,Allentown,120207,40.60843,-75.49018,/{segment}/pa/allentown/,pop>=50k;top10-in-state
PA,Pennsylvania,city,Core,Erie,99475,42.12922,-80.08506,/{segment}/pa/erie/,pop>=50k;top10-in-state
PA,Pennsylvania,city,Core,Reading,87879,40.33565,-75.92687,/{segment}/pa/reading/,pop>=50k;top10-in-state
PA,Pennsylvania,city,Core,Scranton,77118,41.40916,-75.6649,/{segment}/pa/scranton/,pop>=50k;top10-in-state
PA,Pennsylvania,city,Core,Bethlehem,74892,40.62593,-75.37046,/{segment}/pa/bethlehem/,pop>=50k;top10-in-state
PA,Pennsylvania,city,Core,Bensalem,60427,40.10455,-74.95128,/{segment}/pa/bensalem/,pop>=50k;top10-in-state
PA,Pennsylvania,city,Core,Lancaster,59339,40.03788,-76.30551,/{segment}/pa/lancaster/,pop>=50k;top10-in-state
PA,Pennsylvania,city,Core,Center City,57239,39.9512,-75.15923,/{segment}/pa/center-city/,pop>=50k;top10-in-state
PA,Pennsylvania,city,Core,Abington,55310,40.12067,-75.11795,/{segment}/pa/abington/,pop>=50k
PA,Pennsylvania,city,Core,Levittown,52983,40.15511,-74.82877,/{segment}/pa/levittown/,pop>=50k
PA,Pennsylvania,city,Core,Harrisburg,50183,40.2737,-76.88442,/{segment}/pa/harrisburg/,pop>=50k
PA,Pennsylvania,city,Extended,Wharton,49732,39.92678,-75.15712,/{segment}/pa/wharton/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Whitman,49732,39.91678,-75.15546,/{segment}/pa/whitman/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Oxford Circle,48856,40.05011,-75.07184,/{segment}/pa/oxford-circle/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Altoona,45344,40.51868,-78.39474,/{segment}/pa/altoona/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Penn Hills,44610,40.50118,-79.83922,/{segment}/pa/penn-hills/,tier1-corridor-state
PA,Pennsylvania,city,Extended,York,43992,39.9626,-76.72774,/{segment}/pa/york/,tier1-corridor-state
PA,Pennsylvania,city,Extended,State College,42161,40.79339,-77.86,/{segment}/pa/state-college/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Wilkes-Barre,40780,41.24591,-75.88131,/{segment}/pa/wilkes-barre/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Olney,39154,40.04122,-75.12379,/{segment}/pa/olney/,tier1-corridor-state
PA,Pennsylvania,city,Extended,West Oak Lane,38699,40.06928,-75.16629,/{segment}/pa/west-oak-lane/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Norristown,34412,40.1215,-75.3399,/{segment}/pa/norristown/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Chester,34092,39.84753,-75.35785,/{segment}/pa/chester/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Cobbs Creek,33373,39.94761,-75.24018,/{segment}/pa/cobbs-creek/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Somerton,33247,40.12344,-75.01489,/{segment}/pa/somerton/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Mount Lebanon,32730,40.35535,-80.0495,/{segment}/pa/mount-lebanon/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Bustleton,32655,40.08261,-75.03156,/{segment}/pa/bustleton/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Overbrook,32181,39.98928,-75.24324,/{segment}/pa/overbrook/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Bethel Park,32118,40.32757,-80.0395,/{segment}/pa/bethel-park/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Wayne,30892,40.044,-75.38769,/{segment}/pa/wayne/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Radnor,30878,40.04622,-75.35991,/{segment}/pa/radnor/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Williamsport,29201,41.24119,-77.00108,/{segment}/pa/williamsport/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Monroeville,28176,40.42118,-79.7881,/{segment}/pa/monroeville/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Cranberry Township,28098,40.68496,-80.10714,/{segment}/pa/cranberry-township/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Holmesburg,28046,40.0415,-75.02795,/{segment}/pa/holmesburg/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Drexel Hill,28043,39.94706,-75.29213,/{segment}/pa/drexel-hill/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Port Richmond,27554,39.99345,-75.10017,/{segment}/pa/port-richmond/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Plum,27505,40.50035,-79.74949,/{segment}/pa/plum/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Back Mountain,26973,41.33591,-75.99631,/{segment}/pa/back-mountain/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Easton,26915,40.68843,-75.22073,/{segment}/pa/easton/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Pennsport,26000,39.92761,-75.15045,/{segment}/pa/pennsport/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Rhawnhurst,25581,40.06178,-75.05573,/{segment}/pa/rhawnhurst/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Lebanon,25534,40.34093,-76.41135,/{segment}/pa/lebanon/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Whitehall Township,24896,40.66676,-75.49991,/{segment}/pa/whitehall-township/,tier1-corridor-state
PA,Pennsylvania,city,Extended,Hazleton,24825,40.95842,-75.97465,/{segment}/pa/hazleton/,tier1-corridor-state
PA,Pennsylvania,corridor,Core,I-70 (Pennsylvania),,,,/{segment}/corridors/i-70/pa/,tier1-freight-corridor; full-exit-coverage
PA,Pennsylvania,corridor,Extended,I-76 (Pennsylvania),,,,/{segment}/corridors/i-76/pa/,tier2-freight-corridor; route-page-only
PA,Pennsylvania,corridor,Extended,I-78 (Pennsylvania),,,,/{segment}/corridors/i-78/pa/,tier2-freight-corridor; route-page-only
PA,Pennsylvania,corridor,Extended,I-79 (Pennsylvania),,,,/{segment}/corridors/i-79/pa/,tier2-freight-corridor; route-page-only
PA,Pennsylvania,corridor,Core,I-80 (Pennsylvania),,,,/{segment}/corridors/i-80/pa/,tier1-freight-corridor; full-exit-coverage
PA,Pennsylvania,corridor,Extended,I-81 (Pennsylvania),,,,/{segment}/corridors/i-81/pa/,tier2-freight-corridor; route-page-only
PA,Pennsylvania,corridor,Extended,I-83 (Pennsylvania),,,,/{segment}/corridors/i-83/pa/,tier2-freight-corridor; route-page-only
PA,Pennsylvania,corridor,Extended,I-84 (Pennsylvania),,,,/{segment}/corridors/i-84/pa/,tier2-freight-corridor; route-page-only
PA,Pennsylvania,corridor,Extended,I-86 (Pennsylvania),,,,/{segment}/corridors/i-86/pa/,tier2-freight-corridor; route-page-only
PA,Pennsylvania,corridor,Core,I-90 (Pennsylvania),,,,/{segment}/corridors/i-90/pa/,tier1-freight-corridor; full-exit-coverage
PA,Pennsylvania,corridor,Core,I-95 (Pennsylvania),,,,/{segment}/corridors/i-95/pa/,tier1-freight-corridor; full-exit-coverage
RI,Rhode Island,city,Core,Providence,190934,41.82399,-71.41283,/{segment}/ri/providence/,pop>=50k;top10-in-state
RI,Rhode Island,city,Core,Warwick,81699,41.7001,-71.41617,/{segment}/ri/warwick/,pop>=50k;top10-in-state
RI,Rhode Island,city,Core,Cranston,81073,41.77982,-71.43728,/{segment}/ri/cranston/,pop>=50k;top10-in-state
RI,Rhode Island,city,Core,Pawtucket,71591,41.87871,-71.38256,/{segment}/ri/pawtucket/,pop>=50k;top10-in-state
RI,Rhode Island,city,Extended,East Providence,47408,41.81371,-71.37005,/{segment}/ri/east-providence/,top10-in-state
RI,Rhode Island,city,Extended,Woonsocket,41475,42.00288,-71.51478,/{segment}/ri/woonsocket/,top10-in-state
RI,Rhode Island,city,Extended,Coventry,35525,41.7001,-71.68284,/{segment}/ri/coventry/,top10-in-state
RI,Rhode Island,city,Extended,Cumberland,34843,41.96677,-71.43284,/{segment}/ri/cumberland/,top10-in-state
RI,Rhode Island,city,Extended,North Providence,33835,41.8501,-71.46617,/{segment}/ri/north-providence/,top10-in-state
RI,Rhode Island,city,Extended,South Kingstown,30826,41.44718,-71.52494,/{segment}/ri/south-kingstown/,top10-in-state
RI,Rhode Island,city,Extended,West Warwick,30146,41.69689,-71.52194,/{segment}/ri/west-warwick/,tier1-corridor-state
RI,Rhode Island,city,Extended,Johnston,29247,41.82186,-71.50675,/{segment}/ri/johnston/,tier1-corridor-state
RI,Rhode Island,city,Extended,North Kingstown,28042,41.5501,-71.46617,/{segment}/ri/north-kingstown/,tier1-corridor-state
RI,Rhode Island,corridor,Core,I-95 (Rhode Island),,,,/{segment}/corridors/i-95/ri/,tier1-freight-corridor; full-exit-coverage
SC,South Carolina,city,Core,Columbia,142416,34.00071,-81.03481,/{segment}/sc/columbia/,pop>=50k;top10-in-state
SC,South Carolina,city,Core,Charleston,132609,32.77632,-79.93275,/{segment}/sc/charleston/,pop>=50k;top10-in-state
SC,South Carolina,city,Core,North Charleston,108304,32.85462,-79.97481,/{segment}/sc/north-charleston/,pop>=50k;top10-in-state
SC,South Carolina,city,Core,Mount Pleasant,81317,32.79407,-79.86259,/{segment}/sc/mount-pleasant/,pop>=50k;top10-in-state
SC,South Carolina,city,Core,Rock Hill,71548,34.92487,-81.02508,/{segment}/sc/rock-hill/,pop>=50k;top10-in-state
SC,South Carolina,city,Core,Greenville,64579,34.85262,-82.39401,/{segment}/sc/greenville/,pop>=50k;top10-in-state
SC,South Carolina,city,Extended,Summerville,48848,33.0185,-80.17565,/{segment}/sc/summerville/,top10-in-state
SC,South Carolina,city,Extended,Sumter,40816,33.92044,-80.34147,/{segment}/sc/sumter/,top10-in-state
SC,South Carolina,city,Extended,Goose Creek,40633,32.98101,-80.03259,/{segment}/sc/goose-creek/,top10-in-state
SC,South Carolina,city,Extended,Hilton Head Island,40512,32.19382,-80.73816,/{segment}/sc/hilton-head-island/,top10-in-state
SC,South Carolina,city,Extended,Florence,38228,34.19543,-79.76256,/{segment}/sc/florence/,tier1-corridor-state
SC,South Carolina,city,Extended,Spartanburg,37867,34.94957,-81.93205,/{segment}/sc/spartanburg/,tier1-corridor-state
SC,South Carolina,city,Extended,Hilton Head,37099,32.21632,-80.75261,/{segment}/sc/hilton-head/,tier1-corridor-state
SC,South Carolina,city,Extended,Myrtle Beach,31035,33.68906,-78.88669,/{segment}/sc/myrtle-beach/,tier1-corridor-state
SC,South Carolina,city,Extended,Aiken,30604,33.56042,-81.71955,/{segment}/sc/aiken/,tier1-corridor-state
SC,South Carolina,city,Extended,Greer,28365,34.93873,-82.22706,/{segment}/sc/greer/,tier1-corridor-state
SC,South Carolina,city,Extended,Anderson,27335,34.50344,-82.65013,/{segment}/sc/anderson/,tier1-corridor-state
SC,South Carolina,city,Extended,Mauldin,25135,34.77873,-82.31012,/{segment}/sc/mauldin/,tier1-corridor-state
SC,South Carolina,corridor,Core,I-20 (South Carolina),,,,/{segment}/corridors/i-20/sc/,tier1-freight-corridor; full-exit-coverage
SC,South Carolina,corridor,Extended,I-26 (South Carolina),,,,/{segment}/corridors/i-26/sc/,tier2-freight-corridor; route-page-only
SC,South Carolina,corridor,Extended,I-77 (South Carolina),,,,/{segment}/corridors/i-77/sc/,tier2-freight-corridor; route-page-only
SC,South Carolina,corridor,Core,I-85 (South Carolina),,,,/{segment}/corridors/i-85/sc/,tier1-freight-corridor; full-exit-coverage
SC,South Carolina,corridor,Core,I-95 (South Carolina),,,,/{segment}/corridors/i-95/sc/,tier1-freight-corridor; full-exit-coverage
SD,South Dakota,city,Core,Sioux Falls,171544,43.54997,-96.70033,/{segment}/sd/sioux-falls/,pop>=50k;top10-in-state
SD,South Dakota,city,Core,Rapid City,73569,44.08054,-103.23101,/{segment}/sd/rapid-city/,pop>=50k;top10-in-state
SD,South Dakota,city,Extended,Aberdeen,28102,45.4647,-98.48648,/{segment}/sd/aberdeen/,top10-in-state
SD,South Dakota,city,Extended,Brookings,23657,44.31136,-96.79839,/{segment}/sd/brookings/,top10-in-state
SD,South Dakota,city,Extended,Watertown,22073,44.89941,-97.11507,/{segment}/sd/watertown/,top10-in-state
SD,South Dakota,city,Extended,Mitchell,15669,43.70943,-98.0298,/{segment}/sd/mitchell/,top10-in-state
SD,South Dakota,corridor,Extended,I-29 (South Dakota),,,,/{segment}/corridors/i-29/sd/,tier2-freight-corridor; route-page-only
SD,South Dakota,corridor,Core,I-90 (South Dakota),,,,/{segment}/corridors/i-90/sd/,tier1-freight-corridor; full-exit-coverage
TN,Tennessee,city,Core,Nashville,689447,36.16589,-86.78444,/{segment}/tn/nashville/,pop>=50k;top10-in-state
TN,Tennessee,city,Core,New South Memphis,641608,35.08676,-90.05676,/{segment}/tn/new-south-memphis/,pop>=50k;top10-in-state
TN,Tennessee,city,Core,Memphis,633104,35.14953,-90.04898,/{segment}/tn/memphis/,pop>=50k;top10-in-state
TN,Tennessee,city,Core,Knoxville,190740,35.96064,-83.92074,/{segment}/tn/knoxville/,pop>=50k;top10-in-state
TN,Tennessee,city,Core,Chattanooga,181099,35.04563,-85.30968,/{segment}/tn/chattanooga/,pop>=50k;top10-in-state
TN,Tennessee,city,Core,Clarksville,166722,36.52977,-87.35945,/{segment}/tn/clarksville/,pop>=50k;top10-in-state
TN,Tennessee,city,Core,Murfreesboro,165430,35.84562,-86.39027,/{segment}/tn/murfreesboro/,pop>=50k;top10-in-state
TN,Tennessee,city,Core,East Chattanooga,154024,35.06535,-85.24912,/{segment}/tn/east-chattanooga/,pop>=50k;top10-in-state
TN,Tennessee,city,Core,Franklin,72639,35.92506,-86.86889,/{segment}/tn/franklin/,pop>=50k;top10-in-state
TN,Tennessee,city,Core,Cordova,68779,35.15565,-89.7762,/{segment}/tn/cordova/,pop>=50k;top10-in-state
TN,Tennessee,city,Core,Jackson,66975,35.61452,-88.81395,/{segment}/tn/jackson/,pop>=50k
TN,Tennessee,city,Core,Johnson City,66027,36.31344,-82.35347,/{segment}/tn/johnson-city/,pop>=50k
TN,Tennessee,city,Core,Bartlett,58579,35.20453,-89.87398,/{segment}/tn/bartlett/,pop>=50k
TN,Tennessee,city,Core,Hendersonville,56018,36.30477,-86.62,/{segment}/tn/hendersonville/,pop>=50k
TN,Tennessee,city,Core,Kingsport,53014,36.54843,-82.56182,/{segment}/tn/kingsport/,pop>=50k
TN,Tennessee,city,Extended,Collierville,48863,35.04204,-89.66453,/{segment}/tn/collierville/,tier1-corridor-state
TN,Tennessee,city,Extended,Smyrna,46607,35.98284,-86.5186,/{segment}/tn/smyrna/,tier1-corridor-state
TN,Tennessee,city,Extended,Cleveland,43898,35.15952,-84.87661,/{segment}/tn/cleveland/,tier1-corridor-state
TN,Tennessee,city,Extended,Brentwood,41763,36.03312,-86.78278,/{segment}/tn/brentwood/,tier1-corridor-state
TN,Tennessee,city,Extended,Germantown,39240,35.08676,-89.81009,/{segment}/tn/germantown/,tier1-corridor-state
TN,Tennessee,city,Extended,Hermitage,37814,36.19617,-86.6225,/{segment}/tn/hermitage/,tier1-corridor-state
TN,Tennessee,city,Extended,Columbia,36800,35.61507,-87.03528,/{segment}/tn/columbia/,tier1-corridor-state
TN,Tennessee,city,Extended,Spring Hill,36055,35.75118,-86.93,/{segment}/tn/spring-hill/,tier1-corridor-state
TN,Tennessee,city,Extended,La Vergne,34794,36.01562,-86.58194,/{segment}/tn/la-vergne/,tier1-corridor-state
TN,Tennessee,city,Extended,Gallatin,34334,36.38838,-86.44666,/{segment}/tn/gallatin/,tier1-corridor-state
TN,Tennessee,city,Extended,Cookeville,32113,36.16284,-85.50164,/{segment}/tn/cookeville/,tier1-corridor-state
TN,Tennessee,city,Extended,Mount Juliet,31540,36.20005,-86.51861,/{segment}/tn/mount-juliet/,tier1-corridor-state
TN,Tennessee,city,Extended,Brentwood Estates,31279,36.02506,-86.77917,/{segment}/tn/brentwood-estates/,tier1-corridor-state
TN,Tennessee,city,Extended,Lebanon,30262,36.20811,-86.2911,/{segment}/tn/lebanon/,tier1-corridor-state
TN,Tennessee,city,Extended,Morristown,29478,36.21398,-83.29489,/{segment}/tn/morristown/,tier1-corridor-state
TN,Tennessee,city,Extended,Oak Ridge,29302,36.01036,-84.26964,/{segment}/tn/oak-ridge/,tier1-corridor-state
TN,Tennessee,city,Extended,Maryville,28464,35.75647,-83.97046,/{segment}/tn/maryville/,tier1-corridor-state
TN,Tennessee,city,Extended,Bristol,26666,36.59511,-82.18874,/{segment}/tn/bristol/,tier1-corridor-state
TN,Tennessee,city,Extended,Ellendale,25882,35.23064,-89.82592,/{segment}/tn/ellendale/,tier1-corridor-state
TN,Tennessee,corridor,Extended,I-24 (Tennessee),,,,/{segment}/corridors/i-24/tn/,tier2-freight-corridor; route-page-only
TN,Tennessee,corridor,Extended,I-26 (Tennessee),,,,/{segment}/corridors/i-26/tn/,tier2-freight-corridor; route-page-only
TN,Tennessee,corridor,Core,I-40 (Tennessee),,,,/{segment}/corridors/i-40/tn/,tier1-freight-corridor; full-exit-coverage
TN,Tennessee,corridor,Extended,I-55 (Tennessee),,,,/{segment}/corridors/i-55/tn/,tier2-freight-corridor; route-page-only
TN,Tennessee,corridor,Extended,I-59 (Tennessee),,,,/{segment}/corridors/i-59/tn/,tier2-freight-corridor; route-page-only
TN,Tennessee,corridor,Extended,I-65 (Tennessee),,,,/{segment}/corridors/i-65/tn/,tier2-freight-corridor; route-page-only
TN,Tennessee,corridor,Extended,I-69 (Tennessee),,,,/{segment}/corridors/i-69/tn/,tier2-freight-corridor; route-page-only
TN,Tennessee,corridor,Core,I-75 (Tennessee),,,,/{segment}/corridors/i-75/tn/,tier1-freight-corridor; full-exit-coverage
TN,Tennessee,corridor,Extended,I-81 (Tennessee),,,,/{segment}/corridors/i-81/tn/,tier2-freight-corridor; route-page-only
TX,Texas,city,Core,Houston,2314157,29.76328,-95.36327,/{segment}/tx/houston/,pop>=50k;top10-in-state
TX,Texas,city,Core,San Antonio,1526656,29.42412,-98.49363,/{segment}/tx/san-antonio/,pop>=50k;top10-in-state
TX,Texas,city,Core,Dallas,1326087,32.78306,-96.80667,/{segment}/tx/dallas/,pop>=50k;top10-in-state
TX,Texas,city,Core,Fort Worth,1008106,32.72541,-97.32085,/{segment}/tx/fort-worth/,pop>=50k;top10-in-state
TX,Texas,city,Core,Austin,974447,30.26715,-97.74306,/{segment}/tx/austin/,pop>=50k;top10-in-state
TX,Texas,city,Core,El Paso,678815,31.75872,-106.48693,/{segment}/tx/el-paso/,pop>=50k;top10-in-state
TX,Texas,city,Core,Arlington,388125,32.73569,-97.10807,/{segment}/tx/arlington/,pop>=50k;top10-in-state
TX,Texas,city,Core,Corpus Christi,316239,27.80058,-97.39638,/{segment}/tx/corpus-christi/,pop>=50k;top10-in-state
TX,Texas,city,Core,Plano,283558,33.01984,-96.69889,/{segment}/tx/plano/,pop>=50k;top10-in-state
TX,Texas,city,Core,Laredo,256153,27.50641,-99.50754,/{segment}/tx/laredo/,pop>=50k;top10-in-state
TX,Texas,city,Core,Lubbock,249042,33.57786,-101.85517,/{segment}/tx/lubbock/,pop>=50k
TX,Texas,city,Core,Garland,236897,32.91262,-96.63888,/{segment}/tx/garland/,pop>=50k
TX,Texas,city,Core,Irving,236607,32.81402,-96.94889,/{segment}/tx/irving/,pop>=50k
TX,Texas,city,Core,Cypress,200839,29.96911,-95.69717,/{segment}/tx/cypress/,pop>=50k
TX,Texas,city,Core,Amarillo,198645,35.222,-101.8313,/{segment}/tx/amarillo/,pop>=50k
TX,Texas,city,Core,Grand Prairie,187809,32.74596,-96.99778,/{segment}/tx/grand-prairie/,pop>=50k
TX,Texas,city,Core,Brownsville,186738,25.90175,-97.49748,/{segment}/tx/brownsville/,pop>=50k
TX,Texas,city,Core,McKinney,162898,33.19762,-96.61527,/{segment}/tx/mckinney/,pop>=50k
TX,Texas,city,Core,Frisco,154407,33.15067,-96.82361,/{segment}/tx/frisco/,pop>=50k
TX,Texas,city,Core,Pasadena,153784,29.69106,-95.2091,/{segment}/tx/pasadena/,pop>=50k
